polyid,geometry
7393,"POLYGON ((116.5484149921906 40.00615915428752, 116.5542729046458 40.00618183175511, 116.554302198249 40.00167706996715, 116.5484446707497 40.00165439609657, 116.5484149921906 40.00615915428752))"
7394,"POLYGON ((116.5542729046458 40.00618183175511, 116.5601308236966 40.0062042131487, 116.5601597323424 40.00169944781071, 116.554302198249 40.00167706996715, 116.5542729046458 40.00618183175511))"
7395,"POLYGON ((116.5601308236966 40.0062042131487, 116.5659887492565 40.00622629846734, 116.5660172729431 40.00172152962626, 116.5601597323424 40.00169944781071, 116.5601308236966 40.0062042131487))"
7396,"POLYGON ((116.5659887492565 40.00622629846734, 116.5718466812387 40.00624808771005, 116.5718748199646 40.00174331541286, 116.5660172729431 40.00172152962626, 116.5659887492565 40.00622629846734))"
7397,"POLYGON ((116.5718466812387 40.00624808771005, 116.5777046195566 40.0062695808759, 116.5777323733201 40.00176480516955, 116.5718748199646 40.00174331541286, 116.5718466812387 40.00624808771005))"
7398,"POLYGON ((116.5777046195566 40.0062695808759, 116.5835625641235 40.00629077796395, 116.5835899329231 40.00178599889539, 116.5777323733201 40.00176480516955, 116.5777046195566 40.0062695808759))"
7399,"POLYGON ((116.5835625641235 40.00629077796395, 116.5894205148527 40.00631167897328, 116.5894474986869 40.00180689658948, 116.5835899329231 40.00178599889539, 116.5835625641235 40.00629077796395))"
7400,"POLYGON ((116.5894205148527 40.00631167897328, 116.5952784716576 40.00633228390294, 116.5953050705248 40.00182749825088, 116.5894474986869 40.00180689658948, 116.5894205148527 40.00631167897328))"
7401,"POLYGON ((116.5952784716576 40.00633228390294, 116.6011364344514 40.00635259275211, 116.6011626483502 40.00184780387873, 116.5953050705248 40.00182749825088, 116.5952784716576 40.00633228390294))"
7402,"POLYGON ((116.6011364344514 40.00635259275211, 116.6069944031476 40.00637260551986, 116.6070202320764 40.00186781347212, 116.6011626483502 40.00184780387873, 116.6011364344514 40.00635259275211))"
7403,"POLYGON ((116.6069944031476 40.00637260551986, 116.6128523776594 40.00639232220531, 116.6128778216167 40.00188752703019, 116.6070202320764 40.00186781347212, 116.6069944031476 40.00637260551986))"
7404,"POLYGON ((116.6128523776594 40.00639232220531, 116.6187103579001 40.00641174280761, 116.6187354168846 40.00190694455207, 116.6128778216167 40.00188752703019, 116.6128523776594 40.00639232220531))"
7405,"POLYGON ((116.6187103579001 40.00641174280761, 116.6245683437832 40.00643086732595, 116.6245930177934 40.00192606603694, 116.6187354168846 40.00190694455207, 116.6187103579001 40.00641174280761))"
7406,"POLYGON ((116.6245683437832 40.00643086732595, 116.6304263352218 40.00644969575948, 116.6304506242563 40.00194489148394, 116.6245930177934 40.00192606603694, 116.6245683437832 40.00643086732595))"
7407,"POLYGON ((116.6304263352218 40.00644969575948, 116.6362843321294 40.00646822810734, 116.6363082361868 40.00196342089228, 116.6304506242563 40.00194489148394, 116.6304263352218 40.00644969575948))"
7408,"POLYGON ((116.6362843321294 40.00646822810734, 116.6421423344192 40.00648646436878, 116.6421658534983 40.00198165426113, 116.6363082361868 40.00196342089228, 116.6362843321294 40.00646822810734))"
7409,"POLYGON ((116.6421423344192 40.00648646436878, 116.6480003420046 40.00650440454298, 116.6480234761039 40.00199959158972, 116.6421658534983 40.00198165426113, 116.6421423344192 40.00648646436878))"
7410,"POLYGON ((116.6480003420046 40.00650440454298, 116.653858354799 40.00652204862916, 116.6538811039172 40.00201723287724, 116.6480234761039 40.00199959158972, 116.6480003420046 40.00650440454298))"
7411,"POLYGON ((116.653858354799 40.00652204862916, 116.6597163727155 40.00653939662655, 116.6597387368513 40.00203457812295, 116.6538811039172 40.00201723287724, 116.653858354799 40.00652204862916))"
7412,"POLYGON ((116.6597163727155 40.00653939662655, 116.6655743956675 40.00655644853443, 116.6655963748198 40.00205162732608, 116.6597387368513 40.00203457812295, 116.6597163727155 40.00653939662655))"
7413,"POLYGON ((116.6655743956675 40.00655644853443, 116.6714324235684 40.00657320435199, 116.6714540177359 40.00206838048589, 116.6655963748198 40.00205162732608, 116.6655743956675 40.00655644853443))"
7414,"POLYGON ((116.6714324235684 40.00657320435199, 116.6772904563315 40.00658966407857, 116.6773116655128 40.00208483760166, 116.6714540177359 40.00206838048589, 116.6714324235684 40.00657320435199))"
7415,"POLYGON ((116.6772904563315 40.00658966407857, 116.6831484938701 40.00660582771341, 116.6831693180642 40.00210099867267, 116.6773116655128 40.00208483760166, 116.6772904563315 40.00658966407857))"
7416,"POLYGON ((116.6831484938701 40.00660582771341, 116.6890065360975 40.00662169525583, 116.6890269753031 40.00211686369821, 116.6831693180642 40.00210099867267, 116.6831484938701 40.00660582771341))"
7417,"POLYGON ((116.6890065360975 40.00662169525583, 116.694864582927 40.00663726670513, 116.694884637143 40.00213243267761, 116.6890269753031 40.00211686369821, 116.6890065360975 40.00662169525583))"
7418,"POLYGON ((116.694864582927 40.00663726670513, 116.700722634272 40.00665254206062, 116.7007423034973 40.00214770561016, 116.694884637143 40.00213243267761, 116.694864582927 40.00663726670513))"
7419,"POLYGON ((116.700722634272 40.00665254206062, 116.7065806900457 40.00666752132166, 116.7065999742791 40.00216268249522, 116.7007423034973 40.00214770561016, 116.700722634272 40.00665254206062))"
7420,"POLYGON ((116.0856080475139 40.0079364682018, 116.0914655499404 40.00798253864648, 116.0915252615961 40.00347820926429, 116.0856681440123 40.00343214612631, 116.0856080475139 40.0079364682018))"
7421,"POLYGON ((116.0914655499404 40.00798253864648, 116.0973230658103 40.00802831308782, 116.09738239262 40.00352397644588, 116.0915252615961 40.00347820926429, 116.0914655499404 40.00798253864648))"
7422,"POLYGON ((116.0973230658103 40.00802831308782, 116.1031805950369 40.00807379152382, 116.1032395369973 40.00356944766904, 116.09738239262 40.00352397644588, 116.0973230658103 40.00802831308782))"
7423,"POLYGON ((116.1031805950369 40.00807379152382, 116.1090381375338 40.00811897395252, 116.1090966946415 40.00361462293186, 116.1032395369973 40.00356944766904, 116.1031805950369 40.00807379152382))"
7424,"POLYGON ((116.1090381375338 40.00811897395252, 116.1148956932142 40.00816386037195, 116.1149538654659 40.00365950223232, 116.1090966946415 40.00361462293186, 116.1090381375338 40.00811897395252))"
7425,"POLYGON ((116.1148956932142 40.00816386037195, 116.1207532619915 40.00820845078014, 116.1208110493839 40.00370408556848, 116.1149538654659 40.00365950223232, 116.1148956932142 40.00816386037195))"
7426,"POLYGON ((116.1207532619915 40.00820845078014, 116.1266108437791 40.00825274517516, 116.1266682463089 40.00374837293842, 116.1208110493839 40.00370408556848, 116.1207532619915 40.00820845078014))"
7427,"POLYGON ((116.1266108437791 40.00825274517516, 116.1324684384904 40.00829674355509, 116.1325254561544 40.00379236434022, 116.1266682463089 40.00374837293842, 116.1266108437791 40.00825274517516))"
7428,"POLYGON ((116.1324684384904 40.00829674355509, 116.1383260460388 40.008340445918, 116.1383826788337 40.00383605977194, 116.1325254561544 40.00379236434022, 116.1324684384904 40.00829674355509))"
7429,"POLYGON ((116.1383260460388 40.008340445918, 116.1441836663375 40.00838385226202, 116.1442399142603 40.0038794592317, 116.1383826788337 40.00383605977194, 116.1383260460388 40.008340445918))"
7430,"POLYGON ((116.1441836663375 40.00838385226202, 116.1500412993001 40.00842696258524, 116.1500971623474 40.00392256271758, 116.1442399142603 40.0038794592317, 116.1441836663375 40.00838385226202))"
7431,"POLYGON ((116.1500412993001 40.00842696258524, 116.1558989448398 40.0084697768858, 116.1559544230085 40.00396537022776, 116.1500971623474 40.00392256271758, 116.1500412993001 40.00842696258524))"
7432,"POLYGON ((116.1558989448398 40.0084697768858, 116.1617566028701 40.0085122951618, 116.1618116961571 40.00400788176034, 116.1559544230085 40.00396537022776, 116.1558989448398 40.0084697768858))"
7433,"POLYGON ((116.1617566028701 40.0085122951618, 116.1676142733043 40.00855451741145, 116.1676689817064 40.0040500973135, 116.1618116961571 40.00400788176034, 116.1617566028701 40.0085122951618))"
7434,"POLYGON ((116.1676142733043 40.00855451741145, 116.1734719560557 40.00859644363286, 116.1735262795699 40.00409201688533, 116.1676689817064 40.0040500973135, 116.1676142733043 40.00855451741145))"
7435,"POLYGON ((116.1734719560557 40.00859644363286, 116.1793296510378 40.00863807382424, 116.179383589661 40.00413364047411, 116.1735262795699 40.00409201688533, 116.1734719560557 40.00859644363286))"
7436,"POLYGON ((116.1793296510378 40.00863807382424, 116.1851873581639 40.00867940798376, 116.185240911893 40.00417496807796, 116.179383589661 40.00413364047411, 116.1793296510378 40.00863807382424))"
7437,"POLYGON ((116.1851873581639 40.00867940798376, 116.1910450773474 40.00872044610964, 116.1910982461794 40.00421599969511, 116.185240911893 40.00417496807796, 116.1851873581639 40.00867940798376))"
7438,"POLYGON ((116.1910450773474 40.00872044610964, 116.1969028085016 40.00876118820008, 116.1969555924334 40.00425673532377, 116.1910982461794 40.00421599969511, 116.1910450773474 40.00872044610964))"
7439,"POLYGON ((116.1969028085016 40.00876118820008, 116.2027605515399 40.0088016342533, 116.2028129505686 40.00429717496217, 116.1969555924334 40.00425673532377, 116.1969028085016 40.00876118820008))"
7440,"POLYGON ((116.2027605515399 40.0088016342533, 116.2086183063756 40.00884178426757, 116.2086703204983 40.00433731860855, 116.2028129505686 40.00429717496217, 116.2027605515399 40.0088016342533))"
7441,"POLYGON ((116.2086183063756 40.00884178426757, 116.2144760729221 40.00888163824114, 116.2145277021358 40.00437716626116, 116.2086703204983 40.00433731860855, 116.2086183063756 40.00884178426757))"
7442,"POLYGON ((116.2144760729221 40.00888163824114, 116.2203338510929 40.00892119617225, 116.2203850953946 40.00441671791828, 116.2145277021358 40.00437716626116, 116.2144760729221 40.00888163824114))"
7443,"POLYGON ((116.2203338510929 40.00892119617225, 116.2261916408011 40.00896045805921, 116.226242500188 40.00445597357817, 116.2203850953946 40.00441671791828, 116.2203338510929 40.00892119617225))"
7444,"POLYGON ((116.2261916408011 40.00896045805921, 116.2320494419602 40.00899942390028, 116.2320999164293 40.00449493323914, 116.226242500188 40.00445597357817, 116.2261916408011 40.00896045805921))"
7445,"POLYGON ((116.2320494419602 40.00899942390028, 116.2379072544835 40.00903809369379, 116.2379573440321 40.00453359689949, 116.2320999164293 40.00449493323914, 116.2320494419602 40.00899942390028))"
7446,"POLYGON ((116.2379072544835 40.00903809369379, 116.2437650782845 40.00907646743804, 116.2438147829097 40.00457196455753, 116.2379573440321 40.00453359689949, 116.2379072544835 40.00903809369379))"
7447,"POLYGON ((116.2437650782845 40.00907646743804, 116.2496229132764 40.00911454513139, 116.2496722329753 40.00461003621162, 116.2438147829097 40.00457196455753, 116.2437650782845 40.00907646743804))"
7448,"POLYGON ((116.2496229132764 40.00911454513139, 116.2554807593726 40.00915232677215, 116.2555296941425 40.00464781186007, 116.2496722329753 40.00461003621162, 116.2496229132764 40.00911454513139))"
7449,"POLYGON ((116.2554807593726 40.00915232677215, 116.2613386164864 40.00918981235871, 116.2613871663245 40.00468529150125, 116.2555296941425 40.00464781186007, 116.2554807593726 40.00915232677215))"
7450,"POLYGON ((116.2613386164864 40.00918981235871, 116.2671964845312 40.00922700188941, 116.2672446494348 40.00472247513353, 116.2613871663245 40.00468529150125, 116.2613386164864 40.00918981235871))"
7451,"POLYGON ((116.2671964845312 40.00922700188941, 116.2730543634203 40.00926389536265, 116.2731021433867 40.0047593627553, 116.2672446494348 40.00472247513353, 116.2671964845312 40.00922700188941))"
7452,"POLYGON ((116.2730543634203 40.00926389536265, 116.2789122530672 40.00930049277681, 116.2789596480936 40.00479595436495, 116.2731021433867 40.0047593627553, 116.2730543634203 40.00926389536265))"
7453,"POLYGON ((116.2789122530672 40.00930049277681, 116.2847701533851 40.00933679413031, 116.2848171634689 40.00483224996088, 116.2789596480936 40.00479595436495, 116.2789122530672 40.00930049277681))"
7454,"POLYGON ((116.2847701533851 40.00933679413031, 116.2906280642873 40.00937279942158, 116.2906746894258 40.00486824954154, 116.2848171634689 40.00483224996088, 116.2847701533851 40.00933679413031))"
7455,"POLYGON ((116.2906280642873 40.00937279942158, 116.2964859856873 40.00940850864905, 116.2965322258779 40.00490395310533, 116.2906746894258 40.00486824954154, 116.2906280642873 40.00937279942158))"
7456,"POLYGON ((116.2964859856873 40.00940850864905, 116.3023439174984 40.00944392181113, 116.3023897727384 40.00493936065072, 116.2965322258779 40.00490395310533, 116.2964859856873 40.00940850864905))"
7457,"POLYGON ((116.3023439174984 40.00944392181113, 116.3082018596339 40.00947903890633, 116.3082473299207 40.00497447217614, 116.3023897727384 40.00493936065072, 116.3023439174984 40.00944392181113))"
7458,"POLYGON ((116.3082018596339 40.00947903890633, 116.3140598120071 40.0095138599331, 116.3141048973382 40.0050092876801, 116.3082473299207 40.00497447217614, 116.3082018596339 40.00947903890633))"
7459,"POLYGON ((116.3140598120071 40.0095138599331, 116.3199177745315 40.00954838488994, 116.3199624749043 40.00504380716108, 116.3141048973382 40.0050092876801, 116.3140598120071 40.0095138599331))"
7460,"POLYGON ((116.3199177745315 40.00954838488994, 116.3257757471202 40.00958261377531, 116.3258200625322 40.00507803061757, 116.3199624749043 40.00504380716108, 116.3199177745315 40.00954838488994))"
7461,"POLYGON ((116.3257757471202 40.00958261377531, 116.3316337296868 40.00961654658776, 116.3316776601355 40.00511195804807, 116.3258200625322 40.00507803061757, 116.3257757471202 40.00958261377531))"
7462,"POLYGON ((116.3316337296868 40.00961654658776, 116.3374917221444 40.00965018332581, 116.3375352676273 40.00514558945111, 116.3316776601355 40.00511195804807, 116.3316337296868 40.00961654658776))"
7463,"POLYGON ((116.3374917221444 40.00965018332581, 116.3433497244066 40.00968352398799, 116.3433928849211 40.00517892482526, 116.3375352676273 40.00514558945111, 116.3374917221444 40.00965018332581))"
7464,"POLYGON ((116.3433497244066 40.00968352398799, 116.3492077363864 40.00971656857283, 116.3492505119303 40.00521196416901, 116.3433928849211 40.00517892482526, 116.3433497244066 40.00968352398799))"
7465,"POLYGON ((116.3492077363864 40.00971656857283, 116.3550657579974 40.00974931707893, 116.3551081485682 40.00524470748098, 116.3492505119303 40.00521196416901, 116.3492077363864 40.00971656857283))"
7466,"POLYGON ((116.3550657579974 40.00974931707893, 116.3609237891529 40.00978176950483, 116.3609657947481 40.00527715475971, 116.3551081485682 40.00524470748098, 116.3550657579974 40.00974931707893))"
7467,"POLYGON ((116.3609237891529 40.00978176950483, 116.3667818297662 40.00981392584914, 116.3668234503835 40.00530930600381, 116.3609657947481 40.00527715475971, 116.3609237891529 40.00978176950483))"
7468,"POLYGON ((116.3667818297662 40.00981392584914, 116.3726398797506 40.00984578611047, 116.3726811153876 40.00534116121187, 116.3668234503835 40.00530930600381, 116.3667818297662 40.00981392584914))"
7469,"POLYGON ((116.3726398797506 40.00984578611047, 116.3784979390194 40.00987735028742, 116.3785387896738 40.00537272038251, 116.3726811153876 40.00534116121187, 116.3726398797506 40.00984578611047))"
